Year,Municipality,Origin_Country,Age_Group,Employment_Sector,Count,Lat,Lon
2018,Aller,Venezuela,18-25,Agriculture,1,43.13258493204611,-5.638443061018696
2018,Aller,Venezuela,18-25,Construction,1,43.140499935153485,-5.648841507416277
2018,Aller,Venezuela,18-25,Industry,1,43.13854122148721,-5.6435316282297725
2018,Aller,Venezuela,18-25,Unemployed/Seeking,1,43.14021046809122,-5.659790279356666
2018,Aller,Venezuela,26-35,Services,1,43.13713834304623,-5.653597431819032
2018,Aller,Venezuela,26-35,Agriculture,1,43.15072952537124,-5.650835987372341
2018,Aller,Venezuela,26-35,Construction,1,43.13685640465076,-5.645709681876568
2018,Aller,Venezuela,26-35,Industry,1,43.142981351992724,-5.643088796437466
2018,Aller,Venezuela,26-35,Unemployed/Seeking,2,43.15059522342075,-5.650757739509021
2018,Aller,Venezuela,36-50,Services,2,43.140298492565556,-5.648779343891846
2018,Aller,Venezuela,36-50,Agriculture,1,43.13033473649598,-5.661461462628809
2018,Aller,Venezuela,36-50,Construction,2,43.130327062396944,-5.66248576137911
2018,Aller,Venezuela,36-50,Industry,1,43.13758349291748,-5.638503439607008
2018,Aller,Venezuela,36-50,Unemployed/Seeking,1,43.16303857702379,-5.666296735432482
2018,Aller,Venezuela,51-65,Services,1,43.147503236446774,-5.66656922786224
2018,Aller,Venezuela,51-65,Agriculture,1,43.15836431613437,-5.658717311619123
2018,Aller,Venezuela,51-65,Construction,1,43.15078295872753,-5.66962881539173
2018,Aller,Venezuela,51-65,Industry,1,43.15121383396932,-5.66025292839319
2018,Aller,Venezuela,51-65,Unemployed/Seeking,1,43.13430701138881,-5.635721345573339
2018,Aller,Venezuela,65+,Services,1,43.152216207688085,-5.665541732002064
2018,Aller,Venezuela,65+,Agriculture,1,43.1478738563581,-5.636838175340529
2018,Aller,Venezuela,65+,Construction,1,43.14946750804804,-5.650611908478353
2018,Aller,Venezuela,65+,Industry,1,43.16316989889006,-5.642579649607247
2018,Aller,Venezuela,65+,Unemployed/Seeking,1,43.13470194132904,-5.669175349406346
2018,Aller,Resto de España,18-25,Services,1,43.153663589775,-5.665223269530267
2018,Aller,Resto de España,18-25,Agriculture,1,43.14359630063824,-5.646693799673729
2018,Aller,Resto de España,18-25,Construction,1,43.166246206751396,-5.6326878689014634
2018,Aller,Resto de España,18-25,Industry,1,43.13951451169597,-5.646226551293291
2018,Aller,Resto de España,18-25,Unemployed/Seeking,1,43.16364251437455,-5.653380948189492
2018,Aller,Resto de España,26-35,Services,1,43.16538653971109,-5.638594548478266
2018,Aller,Resto de España,26-35,Agriculture,1,43.162156274387144,-5.65937855118642
2018,Aller,Resto de España,26-35,Construction,1,43.149856662009874,-5.661003233605743
2018,Aller,Resto de España,26-35,Industry,1,43.137793713039166,-5.661606001718992
2018,Aller,Resto de España,26-35,Unemployed/Seeking,1,43.13612466085466,-5.642018501967213
2018,Aller,Resto de España,36-50,Services,1,43.15732822839062,-5.64561604868554
2018,Aller,Resto de España,36-50,Agriculture,1,43.13230279657478,-5.632281339852127
2018,Aller,Resto de España,36-50,Construction,1,43.16729070617197,-5.647978962983077
2018,Aller,Resto de España,36-50,Industry,1,43.168779771126886,-5.662507378335503
2018,Aller,Resto de España,36-50,Unemployed/Seeking,2,43.146915567071524,-5.653276549603724
2018,Aller,Resto de España,51-65,Services,1,43.16746673785209,-5.656836402527205
2018,Aller,Resto de España,51-65,Agriculture,1,43.14223579954677,-5.647970596929324
2018,Aller,Resto de España,51-65,Construction,1,43.15417929630386,-5.653320709374806
2018,Aller,Resto de España,51-65,Industry,1,43.15063629812208,-5.667096604029842
2018,Aller,Resto de España,51-65,Unemployed/Seeking,1,43.1401229990286,-5.650745410081388
2018,Aller,Resto de España,65+,Services,1,43.137314637700385,-5.644812807725921
2018,Aller,Resto de España,65+,Agriculture,1,43.14940058836451,-5.645763934486864
2018,Aller,Resto de España,65+,Construction,1,43.16179756703846,-5.666282852072315
2018,Aller,Resto de España,65+,Industry,1,43.16975432666713,-5.662026231379463
2018,Aller,Resto de España,65+,Unemployed/Seeking,1,43.16736251653016,-5.645424399165003
2018,Aller,Otros,18-25,Services,1,43.1300410322021,-5.632262749805674
2018,Aller,Otros,18-25,Agriculture,1,43.15715710047025,-5.647862220981244
2018,Aller,Otros,18-25,Construction,1,43.150250011068835,-5.649879691770336
2018,Aller,Otros,18-25,Industry,1,43.15278878263338,-5.655902410226119
2018,Aller,Otros,18-25,Unemployed/Seeking,1,43.14341014089016,-5.667186813129828
2018,Aller,Otros,26-35,Services,2,43.15359788949267,-5.665467956808531
2018,Aller,Otros,26-35,Agriculture,1,43.1584200499636,-5.631883746908041
2018,Aller,Otros,26-35,Construction,1,43.15619568536466,-5.648468274215283
2018,Aller,Otros,26-35,Industry,1,43.15334085184708,-5.660695570245446
2018,Aller,Otros,26-35,Unemployed/Seeking,1,43.1477257850402,-5.631461239672533
2018,Aller,Otros,36-50,Services,1,43.15644151237669,-5.668303019684432
2018,Aller,Otros,36-50,Agriculture,1,43.1455233611884,-5.669466271480095
2018,Aller,Otros,36-50,Construction,1,43.16056800053997,-5.663540843971144
2018,Aller,Otros,36-50,Industry,1,43.15113474724047,-5.643012976523776
2018,Aller,Otros,36-50,Unemployed/Seeking,1,43.13544691275869,-5.651789716503692
2018,Aller,Otros,51-65,Services,1,43.16909494651994,-5.663004875680722
2018,Aller,Otros,51-65,Agriculture,1,43.167503522559514,-5.643358210391693
2018,Aller,Otros,51-65,Construction,1,43.14607643377708,-5.656634986349718
2018,Aller,Otros,51-65,Industry,1,43.13550556943047,-5.631977080317197
2018,Aller,Otros,51-65,Unemployed/Seeking,1,43.152873289143564,-5.638848866301703
2018,Aller,Otros,65+,Services,1,43.13400693664722,-5.638419210329966
2018,Aller,Otros,65+,Agriculture,1,43.14477928416988,-5.647548503086381
2018,Aller,Otros,65+,Construction,1,43.145049044704606,-5.6356647292440885
2018,Aller,Otros,65+,Industry,1,43.130673478038446,-5.635621469514087
2018,Aller,Otros,65+,Unemployed/Seeking,1,43.13790012938897,-5.66529565002878
2018,Mieres,Rumanía,18-25,Services,3,43.26534627604808,-5.776877386065165
2018,Mieres,Rumanía,18-25,Agriculture,6,43.251977882127704,-5.782821407031402
2018,Mieres,Rumanía,18-25,Construction,3,43.26590373528989,-5.754594606404188
2018,Mieres,Rumanía,18-25,Industry,5,43.24237871373736,-5.7757364354257446
2018,Mieres,Rumanía,18-25,Unemployed/Seeking,3,43.23629495853644,-5.765559370030778
2018,Mieres,Rumanía,26-35,Services,4,43.25085739800023,-5.780182722447497
2018,Mieres,Rumanía,26-35,Agriculture,10,43.25275048307372,-5.7583353948347655
2018,Mieres,Rumanía,26-35,Construction,3,43.24678883039905,-5.770449170967418
2018,Mieres,Rumanía,26-35,Industry,3,43.250944046465925,-5.767880539229855
2018,Mieres,Rumanía,26-35,Unemployed/Seeking,5,43.266042621071584,-5.789254573496956
2018,Mieres,Rumanía,36-50,Services,3,43.25080059107483,-5.756473140754993
2018,Mieres,Rumanía,36-50,Agriculture,6,43.244207735146325,-5.7886044593348585
2018,Mieres,Rumanía,36-50,Construction,6,43.24386479290223,-5.780471504167651
2018,Mieres,Rumanía,36-50,Industry,3,43.24292721390145,-5.78379466103631
2018,Mieres,Rumanía,36-50,Unemployed/Seeking,7,43.27047300211388,-5.767072798414591
2018,Mieres,Rumanía,51-65,Services,2,43.231053951127095,-5.764410400023051
2018,Mieres,Rumanía,51-65,Agriculture,6,43.26259826427694,-5.78187211779255
2018,Mieres,Rumanía,51-65,Construction,4,43.23127169410744,-5.759028676698541
2018,Mieres,Rumanía,51-65,Industry,2,43.26096425092546,-5.768617097425427
2018,Mieres,Rumanía,51-65,Unemployed/Seeking,4,43.23539713397233,-5.77598270634842
2018,Mieres,Rumanía,65+,Services,5,43.24522995917558,-5.759147514963943
2018,Mieres,Rumanía,65+,Agriculture,6,43.26440672242311,-5.788882942260631
2018,Mieres,Rumanía,65+,Construction,4,43.248817112528016,-5.758761173222357
2018,Mieres,Rumanía,65+,Industry,2,43.266881043288784,-5.789132430792287
2018,Mieres,Rumanía,65+,Unemployed/Seeking,4,43.26885165520313,-5.754879496849929
2018,Mieres,Marruecos,18-25,Services,5,43.26671899150107,-5.758270763268777
2018,Mieres,Marruecos,18-25,Agriculture,6,43.236747496987526,-5.77792666595522
2018,Mieres,Marruecos,18-25,Construction,3,43.24109871784808,-5.784332515776676
2018,Mieres,Marruecos,18-25,Industry,4,43.24439000633277,-5.780123199079879
2018,Mieres,Marruecos,18-25,Unemployed/Seeking,5,43.23105441193122,-5.762847912587607
2018,Mieres,Marruecos,26-35,Services,8,43.2690137582145,-5.755925237802754
2018,Mieres,Marruecos,26-35,Agriculture,4,43.268323442843595,-5.787554554168054
2018,Mieres,Marruecos,26-35,Construction,4,43.253970056399766,-5.77332969353741
2018,Mieres,Marruecos,26-35,Industry,3,43.24352263346666,-5.793982142512689
2018,Mieres,Marruecos,26-35,Unemployed/Seeking,8,43.251571304282834,-5.789349874761089
2018,Mieres,Marruecos,36-50,Services,4,43.26889859288972,-5.786636346382573
2018,Mieres,Marruecos,36-50,Agriculture,4,43.251624252905025,-5.781153912623391
2018,Mieres,Marruecos,36-50,Construction,6,43.25348981156214,-5.789187243235527
2018,Mieres,Marruecos,36-50,Industry,5,43.24038915930791,-5.754833233707618
2018,Mieres,Marruecos,36-50,Unemployed/Seeking,7,43.231724682901806,-5.770432919471501
2018,Mieres,Marruecos,51-65,Services,5,43.2312224685506,-5.794019749219441
2018,Mieres,Marruecos,51-65,Agriculture,2,43.248445527012876,-5.78618150376524
2018,Mieres,Marruecos,51-65,Construction,2,43.253387453440865,-5.781656530456175
2018,Mieres,Marruecos,51-65,Industry,5,43.243951475422286,-5.766600459470777
2018,Mieres,Marruecos,51-65,Unemployed/Seeking,2,43.258799957753865,-5.789588059631033
2018,Mieres,Marruecos,65+,Services,4,43.23089648834904,-5.758021305268086
2018,Mieres,Marruecos,65+,Agriculture,6,43.25015703165339,-5.783815313003374
2018,Mieres,Marruecos,65+,Construction,3,43.26705515544113,-5.788808441496876
2018,Mieres,Marruecos,65+,Industry,4,43.26792294620518,-5.778895013709924
2018,Mieres,Marruecos,65+,Unemployed/Seeking,2,43.261583609233675,-5.784137381747384
2018,Mieres,Colombia,18-25,Services,4,43.26914436385744,-5.768297635470727
2018,Mieres,Colombia,18-25,Agriculture,4,43.251048317596236,-5.760975720119283
2018,Mieres,Colombia,18-25,Construction,5,43.25041428632909,-5.791074989745278
2018,Mieres,Colombia,18-25,Industry,4,43.23158254017138,-5.7733848001862915
2018,Mieres,Colombia,18-25,Unemployed/Seeking,6,43.2533149391653,-5.754490226565068
2018,Mieres,Colombia,26-35,Services,5,43.263475774809756,-5.791921737916314
2018,Mieres,Colombia,26-35,Agriculture,7,43.242864117844874,-5.7600365962878834
2018,Mieres,Colombia,26-35,Construction,3,43.235439676259226,-5.782234304604649
2018,Mieres,Colombia,26-35,Industry,4,43.26305098550615,-5.774815296342175
2018,Mieres,Colombia,26-35,Unemployed/Seeking,4,43.265785458189576,-5.782260531063061
2018,Mieres,Colombia,36-50,Services,9,43.265266259022475,-5.755851287943064
2018,Mieres,Colombia,36-50,Agriculture,7,43.25451822802088,-5.78108628793321
2018,Mieres,Colombia,36-50,Construction,3,43.25350835530698,-5.760696645053464
2018,Mieres,Colombia,36-50,Industry,5,43.23269874128072,-5.772446558674773
2018,Mieres,Colombia,36-50,Unemployed/Seeking,5,43.2467637443972,-5.785095587483213
2018,Mieres,Colombia,51-65,Services,7,43.23395764135795,-5.7848416187282
2018,Mieres,Colombia,51-65,Agriculture,6,43.25732497281925,-5.761573806627094
2018,Mieres,Colombia,51-65,Construction,6,43.25813697599303,-5.778664597088462
2018,Mieres,Colombia,51-65,Industry,2,43.25364854373954,-5.789714657257399
2018,Mieres,Colombia,51-65,Unemployed/Seeking,6,43.23900603344837,-5.754987961477012
2018,Mieres,Colombia,65+,Services,3,43.237411748802245,-5.759219797112857
2018,Mieres,Colombia,65+,Agriculture,4,43.24322417103587,-5.763578591507346
2018,Mieres,Colombia,65+,Construction,4,43.24166078892641,-5.766699905375984
2018,Mieres,Colombia,65+,Industry,2,43.26040990010454,-5.781258127306876
2018,Mieres,Colombia,65+,Unemployed/Seeking,3,43.26632193780884,-5.7888000222856055
2018,Mieres,Venezuela,18-25,Services,6,43.2305515200201,-5.789677397435488
2018,Mieres,Venezuela,18-25,Agriculture,2,43.24773707226052,-5.763931275533768
2018,Mieres,Venezuela,18-25,Construction,2,43.26135474596986,-5.755190090206911
2018,Mieres,Venezuela,18-25,Industry,3,43.254554430116016,-5.780041697263318
2018,Mieres,Venezuela,18-25,Unemployed/Seeking,3,43.25560171746516,-5.761608652202264
2018,Mieres,Venezuela,26-35,Services,8,43.26705650559896,-5.767080631687946
2018,Mieres,Venezuela,26-35,Agriculture,5,43.23961380138111,-5.756036639227309
2018,Mieres,Venezuela,26-35,Construction,4,43.24431414510569,-5.755367945137496
2018,Mieres,Venezuela,26-35,Industry,5,43.248953216501576,-5.770203056587605
2018,Mieres,Venezuela,26-35,Unemployed/Seeking,5,43.23747966070422,-5.774481279303333
2018,Mieres,Venezuela,36-50,Services,9,43.235283810099105,-5.781766688815339
2018,Mieres,Venezuela,36-50,Agriculture,2,43.23990139512936,-5.766144589573483
2018,Mieres,Venezuela,36-50,Construction,3,43.25222470882391,-5.7790747389023265
2018,Mieres,Venezuela,36-50,Industry,2,43.25949405515014,-5.775761398772547
2018,Mieres,Venezuela,36-50,Unemployed/Seeking,4,43.250887353975706,-5.781060079931369
2018,Mieres,Venezuela,51-65,Services,2,43.242396869310994,-5.786291137718869
2018,Mieres,Venezuela,51-65,Agriculture,3,43.231259194995765,-5.780869394461449
2018,Mieres,Venezuela,51-65,Construction,6,43.249321526596596,-5.781032460408678
2018,Mieres,Venezuela,51-65,Industry,4,43.269527482218734,-5.777581106046024
2018,Mieres,Venezuela,51-65,Unemployed/Seeking,4,43.2671651270384,-5.774948945957355
2018,Mieres,Venezuela,65+,Services,6,43.26950801478278,-5.768492306135386
2018,Mieres,Venezuela,65+,Agriculture,5,43.24387025363737,-5.78183166680045
2018,Mieres,Venezuela,65+,Construction,6,43.23488271456547,-5.776263255257118
2018,Mieres,Venezuela,65+,Industry,3,43.26666430530172,-5.769608092984085
2018,Mieres,Venezuela,65+,Unemployed/Seeking,2,43.24508602877012,-5.776164062336797
2018,Mieres,Resto de España,18-25,Services,4,43.25583316682918,-5.763379087385525
2018,Mieres,Resto de España,18-25,Agriculture,4,43.23737641836775,-5.760333493418473
2018,Mieres,Resto de España,18-25,Construction,2,43.239330648977614,-5.7581362723821
2018,Mieres,Resto de España,18-25,Industry,3,43.25173596931685,-5.7793024040808865
2018,Mieres,Resto de España,18-25,Unemployed/Seeking,5,43.260879903303845,-5.767372050505234
2018,Mieres,Resto de España,26-35,Services,5,43.232402703119554,-5.776302268756455
2018,Mieres,Resto de España,26-35,Agriculture,5,43.23490403117845,-5.780504637263582
2018,Mieres,Resto de España,26-35,Construction,3,43.23914972837934,-5.7927574251286575
2018,Mieres,Resto de España,26-35,Industry,5,43.243283156170136,-5.770361592366583
2018,Mieres,Resto de España,26-35,Unemployed/Seeking,6,43.252259707659526,-5.7718919165976645
2018,Mieres,Resto de España,36-50,Services,6,43.263492001063526,-5.7894876236483395
2018,Mieres,Resto de España,36-50,Agriculture,6,43.26932334648587,-5.790756364280302
2018,Mieres,Resto de España,36-50,Construction,5,43.26677864095015,-5.773344132067314
2018,Mieres,Resto de España,36-50,Industry,7,43.236465348030855,-5.765331332842202
2018,Mieres,Resto de España,36-50,Unemployed/Seeking,4,43.26325197043428,-5.786746037992283
2018,Mieres,Resto de España,51-65,Services,4,43.23477693661744,-5.788289235030341
2018,Mieres,Resto de España,51-65,Agriculture,6,43.24438454185046,-5.786592705543956
2018,Mieres,Resto de España,51-65,Construction,5,43.23383514604573,-5.785643061474452
2018,Mieres,Resto de España,51-65,Industry,5,43.23209696397685,-5.783234611457258
2018,Mieres,Resto de España,51-65,Unemployed/Seeking,6,43.25569586856361,-5.786761182365599
2018,Mieres,Resto de España,65+,Services,2,43.26121123181528,-5.757876568980994
2018,Mieres,Resto de España,65+,Agriculture,5,43.24415584054539,-5.770638800069366
2018,Mieres,Resto de España,65+,Construction,4,43.2543441072102,-5.779468356367964
2018,Mieres,Resto de España,65+,Industry,2,43.26255383387444,-5.777427324722715
2018,Mieres,Resto de España,65+,Unemployed/Seeking,4,43.26932783422082,-5.778137298238146
2018,Mieres,Otros,18-25,Services,5,43.254945014289525,-5.755766490921119
2018,Mieres,Otros,18-25,Agriculture,5,43.25820652548844,-5.79092184575801
2018,Mieres,Otros,18-25,Construction,5,43.24620767245587,-5.775623790094539
2018,Mieres,Otros,18-25,Industry,6,43.241594561110134,-5.769051582065886
2018,Mieres,Otros,18-25,Unemployed/Seeking,4,43.26944003119375,-5.767697377790832
2018,Mieres,Otros,26-35,Services,3,43.25070707153613,-5.773280465161717
2018,Mieres,Otros,26-35,Agriculture,3,43.23218622068567,-5.78401003880423
2018,Mieres,Otros,26-35,Construction,6,43.25939872779485,-5.769641395829896
2018,Mieres,Otros,26-35,Industry,3,43.25067049078538,-5.778308134199212
2018,Mieres,Otros,26-35,Unemployed/Seeking,7,43.2632420003549,-5.774354945050258
2018,Mieres,Otros,36-50,Services,6,43.243299232928074,-5.79349212245012
2018,Mieres,Otros,36-50,Agriculture,4,43.24747934952836,-5.761143211979403
2018,Mieres,Otros,36-50,Construction,3,43.24913980409568,-5.770202560432769
2018,Mieres,Otros,36-50,Industry,4,43.25497523736882,-5.76592317942865
2018,Mieres,Otros,36-50,Unemployed/Seeking,5,43.242396111929,-5.764483908750818
2018,Mieres,Otros,51-65,Services,6,43.23203307426732,-5.755545994837373
2018,Mieres,Otros,51-65,Agriculture,4,43.25627132941221,-5.776551591543746
2018,Mieres,Otros,51-65,Construction,3,43.23505338488254,-5.787289784348665
2018,Mieres,Otros,51-65,Industry,3,43.262099318580184,-5.776243444462524
2018,Mieres,Otros,51-65,Unemployed/Seeking,3,43.25551508333985,-5.776045441683398
2018,Mieres,Otros,65+,Services,4,43.241703364029085,-5.767936046885191
2018,Mieres,Otros,65+,Agriculture,4,43.237030696664156,-5.760517454406929
2018,Mieres,Otros,65+,Construction,2,43.26001282388972,-5.785318758563973
2018,Mieres,Otros,65+,Industry,6,43.232000489884456,-5.7591748700549505
2018,Mieres,Otros,65+,Unemployed/Seeking,4,43.24610415845462,-5.775911399095368
2018,Langreo,Rumanía,18-25,Services,5,43.27956725505436,-5.680487442186144
2018,Langreo,Rumanía,18-25,Agriculture,8,43.282159058958456,-5.695388258160003
2018,Langreo,Rumanía,18-25,Construction,8,43.29896641993433,-5.689096781767853
2018,Langreo,Rumanía,18-25,Industry,6,43.29177254790115,-5.669842084687157
2018,Langreo,Rumanía,18-25,Unemployed/Seeking,4,43.29123874857329,-5.673393087037069
2018,Langreo,Rumanía,26-35,Services,5,43.3107178070594,-5.699446325563801
2018,Langreo,Rumanía,26-35,Agriculture,6,43.28827913741551,-5.682263082670817
2018,Langreo,Rumanía,26-35,Construction,4,43.31596587968277,-5.69564049369334
2018,Langreo,Rumanía,26-35,Industry,6,43.30070384532627,-5.6694462072093765
2018,Langreo,Rumanía,26-35,Unemployed/Seeking,8,43.300134570686716,-5.67449664476327
2018,Langreo,Rumanía,36-50,Services,3,43.30740583504736,-5.700167807829197
2018,Langreo,Rumanía,36-50,Agriculture,9,43.28010743733244,-5.664412920266292
2018,Langreo,Rumanía,36-50,Construction,8,43.31097467962438,-5.679867481569185
2018,Langreo,Rumanía,36-50,Industry,6,43.300318256702035,-5.686572078614828
2018,Langreo,Rumanía,36-50,Unemployed/Seeking,3,43.305440855241756,-5.664277875630223
2018,Langreo,Rumanía,51-65,Services,6,43.29791607239661,-5.664188585735646
2018,Langreo,Rumanía,51-65,Agriculture,6,43.29129995656501,-5.687841306907397
2018,Langreo,Rumanía,51-65,Construction,9,43.29402208666953,-5.67723967216036
2018,Langreo,Rumanía,51-65,Industry,3,43.29981217726839,-5.6724647780654305
2018,Langreo,Rumanía,51-65,Unemployed/Seeking,4,43.290211518587505,-5.678696526148968
2018,Langreo,Rumanía,65+,Services,5,43.29145424771208,-5.672704431869196
2018,Langreo,Rumanía,65+,Agriculture,9,43.31317971660003,-5.674055080925069
2018,Langreo,Rumanía,65+,Construction,3,43.28297602027735,-5.676603021987058
2018,Langreo,Rumanía,65+,Industry,2,43.31270225162794,-5.670720087226102
2018,Langreo,Rumanía,65+,Unemployed/Seeking,6,43.288054436678536,-5.673183316874376
2018,Langreo,Marruecos,18-25,Services,6,43.301141768790984,-5.678029706078424
2018,Langreo,Marruecos,18-25,Agriculture,5,43.2876415117547,-5.6982515322785225
2018,Langreo,Marruecos,18-25,Construction,6,43.29664305823637,-5.693389249201378
2018,Langreo,Marruecos,18-25,Industry,6,43.29800315898301,-5.696648143583654
2018,Langreo,Marruecos,18-25,Unemployed/Seeking,5,43.295070315235186,-5.673874622107888
2018,Langreo,Marruecos,26-35,Services,5,43.31532480006512,-5.670181948374037
2018,Langreo,Marruecos,26-35,Agriculture,5,43.27670433884218,-5.672547818675257
2018,Langreo,Marruecos,26-35,Construction,5,43.30152743469689,-5.673317915617868
2018,Langreo,Marruecos,26-35,Industry,7,43.29606605345996,-5.683423863989001
